teamPosition,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,flawlessAces,fullTeamTakedown,gameLength,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
JUNGLE,0,173,0,72.00000018,0,0,0,1,0,1,777.552766,0.20697033,0,7,3,0,3,0,3590.165527,0,0,0,18.90000001,1,0,0,0,0,0,1649.715009,488.1804485,0,0,3,1,56.00000009,0,0,2.857142857,0,0.377358491,0,1,1,0,1,2,0,4,8,0,0,0,63.00000009,1,3,-36.00000003,0,0,0,0,0,2,0,1,0,15,0,0,0,0,2,1,4,17,22,0,0,4,4,0,0,0,20,0,0,9,0,0,0,0.172168077,0,2,0,0,0,3,5,1,0,0.017008066,0.530004249,0,0,0,0,0,13,0,0,0,1,13540,15,5,2,3082,38155,3082,11082,0,7,1,0,3,5,0,0,0,0,0,2,13422,12175,0,0,0,0,22,7,451,2,1,402,19919,2883,10155,0,124,0,0,0,13,0,146275,15670,13766,0,0,0,91,35,43,4,267,10,1649,209059,21379,0,25769,6299,3590,48,263,234,15,0,42863,2824,1847,3,1,0,0,14,1,0,5,1
MIDDLE,0,183,0,0,0,0,300,1,0,2,1586.733296,0.165645224,0,1,2,0,1,0,0,0,0,0,12.00000006,0,0,0,0,0,0,1649.715009,644.0514404,0,0,0,0,0,2,0,31,0,0.58490566,0,2,3,0,3,0,0,0,57,0,1,0,2,1,2,0,0,0,9,2,0,6,0,1,0,18,0,0,0,1,0,0,0,15,3,0,0,9,4,0,3,0,31,2,0,9,0,0,0,0.351339269,0,2,0,0,0,2,5,7,0,-0.259521961,0.884057586,7,3,0,3,2,5,0,0,0,5,15616,16,0,2,1040,6267,1040,11587,0,1,2,8,0,6,0,0,0,0,0,1,17708,15800,0,0,1,0,24,26,0,21,3,1340,151259,40279,5916,0,12,0,0,0,14,0,9106,1662,12977,0,0,0,88,79,0,16,336,4,1649,163384,43627,0,20623,6493,0,163,59,45,1,1,3018,1685,1729,1,1,0,0,24,2,7,6,1
BOTTOM,0,187,0,0,0,0,0,0,0,3,441.9761612,0.141888938,0,6,1,0,4,0,342,0,0,0,7.600000024,0,0,0,0,0,0,1649.715009,393.2766631,0,0,0,0,0,0,0,2.833333333,0,0.320754717,0,3,0,0,0,0,0,0,31,0,0,0,15,1,1,0,0,0,1,0,0,3,0,1,0,15,0,0,0,0,0,0,1,9,0,0,0,0,9,0,0,0,17,0,0,6,1,0,0,0.097863694,0,2,0,0,3,0,5,5,0,1.470572472,1.165667506,3,3,0,0,1,10,0,0,0,2,12182,14,1,10,2705,12979,2705,7142,0,6,3,1,1,0,0,0,1,0,0,1,10813,9100,0,0,0,0,25,7,654,3,2,563,4722,667,7254,0,15,1,0,0,1,0,98843,11070,8944,0,0,0,82,71,31,3,341,6,1649,124788,12152,0,17666,2109,342,122,168,157,2,0,21222,414,1466,0,1,0,0,32,3,3,12,1
UTILITY,1,139,0,2.5,0,0,0,0,1,0,572.9632387,0.23003956,0,9,1,0,3,0,0,0,0,0,2.5,0,0,0,0,0,0,1649.715009,325.2335186,0,0,0,0,0,0,0,1.888888889,0,0.320754717,0,0,0,0,1,0,0,8,7,0,0,0,11,1,1,0,0,0,0,0,0,1,0,1,0,14,0,0,0,0,0,0,1,13,39,0,0,1,15,0,0,0,17,0,0,4,0,0,0,0.126867247,0,2,0,0,3,4,5,1,0,0.105076313,1.166224548,1,0,0,0,0,14,0,0,0,0,11321,13,0,6,4139,9261,4139,27777,0,9,0,0,0,0,0,1,0,0,0,0,8942,8400,0,0,1,0,21,3,0,0,1,412,26233,9608,9689,0,12,1,0,0,0,0,25016,4995,16782,0,0,0,75,28,28,8,372,11,1649,52399,15753,0,28641,5655,0,28,103,222,1,0,1150,1150,2169,1,1,0,0,32,0,1,15,1
TOP,0,151,0,0,0,0,0,0,0,1,361.5676352,0.21030062,0,10,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1649.715009,250.4670537,0,0,0,0,0,0,0,0.4,1,0.148148148,0,0,0,0,0,0,0,5,52,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,20,0,0,0,8,0,0,0,4,0,0,1,0,0,0,0.115838783,0,2,0,0,0,0,0,5,0,-0.096975684,0.566010807,1,0,0,0,2,4,0,0,0,0,10087,13,4,2,240,240,240,29914,0,10,1,0,0,15,0,0,0,0,0,0,6886,6825,0,0,0,3,19,0,0,0,0,258,35887,7630,6376,0,0,0,0,0,1,0,29885,2311,18833,0,0,0,63,33,48,7,206,21,1649,81522,9941,0,30929,0,0,127,531,255,0,0,15750,0,5719,0,11,0,0,15,1,1,9,0
JUNGLE,0,103,0,78.50000009,0,0,1775,1,0,0,395.4607762,0.213354233,0,15,4,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1649.715009,423.9381735,0,0,1,0,40.00000003,0,0,0.8,2,0.444444444,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,-44.00000009,0,0,0,0,0,1,0,0,0,9,0,0,0,0,2,0,0,27,0,0,0,0,8,0,0,0,12,0,0,5,0,0,0,0.126697443,0,2,0,0,2,0,0,0,0,-0.016723633,0.521140656,0,0,0,0,2,6,0,0,0,0,10355,13,0,1,172,11766,172,18632,0,15,0,0,0,0,0,0,0,0,0,0,11656,11075,1,0,0,3,18,6,415,0,1,217,310,310,10963,0,92,0,0,0,1,0,83693,7168,18719,3,0,0,48,8,39,8,116,2,1649,125063,10873,0,31378,894,0,21,87,375,1,0,41059,3394,1695,0,11,0,0,14,0,0,8,0
MIDDLE,0,233,0,4,0,0,300,0,0,5,681.6144625,0.118082596,0,4,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1649.715009,445.7386719,0,8,0,1,4,1,1,2.75,0,0.407407407,0,2,0,0,1,0,0,14,69,0,0,0,49.99999994,0,1,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,1,0,1,11,62,0,0,2,8,0,0,1,11,0,0,4,0,0,0,0.218375158,0,2,0,0,5,1,0,9,0,0.350478888,1.193901142,4,2,0,10,2,4,7,0,0,0,14672,15,7,6,2577,4436,2577,8501,0,4,5,1,0,5,0,0,0,0,1,0,12255,11675,0,0,0,3,19,7,0,4,2,703,144686,16972,7568,0,8,0,0,0,1,0,11351,1106,8576,3,0,0,133,48,40,12,404,37,1649,161011,18741,0,17366,1020,0,209,294,107,1,0,4972,662,1221,1,11,0,0,32,5,4,13,0
BOTTOM,0,119,0,0,0,0,150,0,0,0,1160.020389,0.168836908,0,10,2,0,0,0,624,0,0,0,0,0,0,0,0,0,0,1649.715009,402.006367,0,0,0,0,0,0,0,1.9,2,0.703703704,0,2,1,0,1,1,0,4,55,1,0,0,31,0,2,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,30,0,0,1,8,0,0,0,19,1,0,10,1,0,0,0.37164651,0,2,0,0,2,0,0,6,0,-0.595235527,0.471820794,1,1,0,0,0,11,5,0,0,0,12468,14,0,1,1068,1241,1068,10544,0,10,0,1,0,0,0,0,0,0,0,1,11053,11600,0,0,0,3,21,8,348,3,2,570,26013,12175,12745,0,0,0,0,0,0,0,72928,15117,10343,0,0,0,11,30,44,34,172,12,1649,110940,31895,0,24830,2634,624,150,247,291,3,0,11997,4602,1742,0,11,0,0,12,0,1,8,0
UTILITY,0,121,0,0,0,0,0,0,1,2,522.6371102,0.289425643,0,14,5,0,0,0,788.7012329,0,0,57,0,0,0,0,0,0,0,1649.715009,303.1283156,0,13,0,0,0,0,0,1.357142857,3,0.703703704,0,0,2,0,0,0,0,3,13,0,0,0,17,0,1,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,30,27,0,0,0,12,0,0,0,19,0,0,9,0,0,0,0.167442107,0,2,0,0,2,0,0,0,0,-0.095085144,1.055333924,2,2,0,0,0,13,0,0,0,0,9764,12,0,5,577,577,577,35020,0,14,2,0,0,0,0,0,0,0,0,2,8334,7850,0,0,0,3,23,6,0,0,1,304,13555,6773,19046,0,0,0,0,0,0,0,10507,6251,16670,0,0,0,44,29,36,12,527,51,1649,34466,14370,0,42566,2145,788,29,92,387,4,0,10403,1344,6848,0,11,0,0,29,2,2,14,0
TOP,0,113,0,0,0,0,300,0,0,4,475.2208516,0.250676081,0,10,23,0,0,0,0,0,0,55,0,0,0,0,0,0,2,2282.923668,385.7580111,0,9,0,0,0,0,0,1.5,0,0.326086957,0,2,0,0,2,0,8,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,120,0,0,0,2,11,0,2,0,15,0,0,5,0,0,0,0.150873323,0,0,0,0,0,1,0,9,0,0.237305045,0.87658759,2,1,0,0,1,7,0,0,0,0,19748,18,1,7,3896,8177,3896,54721,0,10,4,0,0,3,1,0,0,0,0,0,14677,13800,0,0,0,2,27,8,0,3,1,456,150,150,29757,0,4,0,0,0,0,0,162925,12100,21069,0,0,0,48,29,24,12,257,26,2282,183632,18081,0,54434,5781,0,196,478,442,1,0,20556,5830,3607,1,8,0,0,33,4,2,15,0
JUNGLE,0,523,0,100.5000002,0,0,675,3,0,4,805.1757793,0.25969264,0,6,11,0,2,0,2080.546143,0,0,50,12,0,0,0,0,0,2,2282.923668,468.2796085,0,8,2,1,52.00000009,1,0,4.333333333,1,0.565217391,0,2,2,0,0,0,9,4,4,0,0,0,32.80000007,0,2,-42.50000003,0,0,2,0,0,2,0,0,0,22,0,0,0,0,0,0,2,58,30,0,0,1,15,0,3,0,26,0,0,7,0,0,0,0.255627558,0,0,0,0,0,0,0,3,0,-0.045753896,0.875420685,2,1,1,0,2,11,0,0,0,1,18554,18,8,5,0,20353,0,76411,0,6,4,2,2,5,0,0,0,0,0,0,17817,17250,1,0,0,2,25,15,0,7,2,787,50335,5565,16084,0,131,0,0,0,10,0,140477,21716,27004,0,0,0,192,121,191,19,172,36,2282,232528,30635,2080,56392,17977,0,70,822,274,1,0,41714,3354,13303,0,8,0,0,33,4,2,18,0
MIDDLE,0,334,0,8.00000003,0,0,0,0,0,0,960.7791874,0.170499669,0,11,6,0,0,0,0,0,0,4,2.800000012,0,0,0,0,0,2,2282.923668,374.4061255,0,0,0,0,0,0,0,2.272727273,0,0.543478261,0,1,2,0,1,0,0,15,53,0,0,0,7,0,1,0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,31,92,0,0,4,4,0,6,0,25,0,0,4,0,0,0,0.305028596,0,0,0,0,1,0,0,8,0,-0.282301068,0.358416451,1,1,0,0,0,18,0,0,0,0,19402,18,7,9,3466,4314,3466,35702,0,11,0,0,0,6,0,0,0,0,0,0,14245,13850,0,0,0,2,33,7,0,3,1,489,182839,33746,11228,0,10,0,0,0,8,0,18046,1612,22617,0,0,0,102,40,113,79,267,20,2282,202083,36556,0,37023,5033,0,181,581,445,1,0,1197,1197,3178,0,8,0,0,13,0,1,8,0
BOTTOM,0,169,0,5,0,0,1100,0,0,0,491.3461443,0.148295966,0,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2282.923668,371.0290312,0,0,0,0,0,0,0,1.333333333,2,0.347826087,0,1,0,0,1,0,0,3,35,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,29,14,0,0,1,11,0,2,0,16,1,0,4,0,0,0,0.155992788,0,0,0,0,3,1,0,6,0,-0.46050036,0.420672412,1,0,0,0,0,8,0,0,0,0,15934,16,0,1,1847,6240,1847,20871,0,12,0,1,0,0,0,1,0,0,0,0,14117,14000,0,0,0,2,21,8,478,3,2,368,13845,4469,7717,0,8,0,0,0,0,0,109815,11979,21844,0,0,0,67,47,46,9,145,5,2282,132021,18695,0,32202,2624,0,154,61,398,1,0,8360,2246,2640,1,8,0,0,16,0,1,11,0
UTILITY,0,160,0,0,0,0,0,0,0,3,417.2784217,0.170835644,0,10,8,0,2,0,0,0,0,43,2,0,0,0,0,0,2,2282.923668,307.8538993,0,14,0,0,0,0,0,2.5,3,0.543478261,0,1,0,0,1,1,12,7,15,0,0,0,20,0,1,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,48,39,0,0,2,28,0,2,0,25,0,0,6,0,0,0,0.132477735,0,0,0,0,2,0,0,0,0,0.034983873,2.017951693,6,2,0,0,2,17,0,0,0,0,15612,16,6,5,956,5809,956,26326,0,10,3,0,0,7,2,0,1,0,0,0,11713,11375,0,0,0,2,25,8,0,3,1,698,0,0,12491,0,2,0,0,0,2,0,34165,13170,22331,0,0,0,64,42,40,14,280,43,2282,42637,15876,0,37096,9921,0,30,121,328,1,0,8472,2706,2274,0,8,0,1,76,3,6,39,0
TOP,0,268,0,4,1,0,450,1,0,0,1337.969546,0.175308337,0,11,4,0,0,0,0,0,0,10,4,0,0,0,0,1,0,2282.923668,443.5890757,0,1,0,0,0,0,0,1.416666667,0,0.346938776,0,2,0,0,0,0,0,19,76,0,0,0,80,9,2,0,0,0,1,0,0,4,0,0,0,8,0,0,0,0,0,0,0,25,91,0,0,7,11,0,6,0,17,0,0,4,0,0,2,0.279944485,0,2,0,0,2,2,5,12,0,-0.191791892,0.708465202,3,2,0,0,2,9,0,0,0,1,22856,18,0,2,5269,12528,5269,18905,0,12,0,1,0,3,0,0,0,0,0,0,16878,17000,0,0,0,0,29,8,0,2,2,439,200861,47297,8135,0,8,0,0,0,0,0,12197,618,17669,0,0,0,115,90,50,13,385,32,2282,229951,50908,0,30182,1585,0,254,452,475,1,0,16892,2992,4377,2,4,0,0,26,0,3,12,1
JUNGLE,0,321,0,122.9000001,2,0,600,0,0,0,506.885634,0.255321158,0,8,4,0,3,0,0,0,0,23,8.00000003,0,1,0,0,1,0,2282.923668,406.1048385,0,9,2,1,48.00000003,0,0,1.5,2,0.244897959,0,2,2,0,0,1,2,1,1,0,0,0,11.39999998,9,1,-48.00000009,0,0,2,0,0,3,0,0,0,10,0,0,0,0,2,0,5,22,20,0,0,0,12,0,2,1,12,0,0,3,0,0,2,0.106056104,0,2,0,0,0,1,5,1,0,0.047947645,0.917395087,3,0,0,0,2,3,0,1,0,0,19834,18,22,1,0,58450,0,42964,0,8,0,2,3,1,0,0,0,0,1,0,15451,16000,0,0,0,0,23,9,0,4,2,372,9052,4062,12699,0,178,0,0,0,1,0,217360,14293,26810,0,0,0,183,73,47,18,301,18,2282,269328,19286,0,43958,8169,0,33,194,219,1,0,42914,930,4447,1,4,0,0,34,0,3,12,1
MIDDLE,0,468,0,0.800000012,1,1,375,0,0,0,861.7694299,0.22831273,0,10,6,0,1,0,0,0,0,64,9.00000003,0,0,0,0,1,0,2282.923668,370.4013667,0,4,0,0,0,0,0,0.9,0,0.183673469,0,0,2,0,0,0,0,5,68,0,0,0,49.00000003,9,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,39,23,0,0,3,10,0,6,0,9,0,0,3,0,0,2,0.180308737,0,2,0,0,0,2,5,10,0,0.393341899,0.499396661,2,0,0,0,0,4,0,0,0,1,19129,18,4,1,6268,17325,6268,45420,0,10,0,0,0,1,1,0,0,0,0,0,14093,12710,0,1,1,0,23,5,727,0,1,613,28424,6288,14023,1,15,0,0,0,3,0,190465,19126,21251,0,0,0,316,72,67,13,729,36,2282,240329,32789,0,39308,1873,0,211,175,436,1,0,21438,7373,4033,2,4,0,0,19,0,2,10,1
BOTTOM,0,130,0,0,2,0,850,1,0,0,1581.019209,0.260182935,0,10,7,0,1,0,415.5000305,0,0,0,6,0,0,0,0,1,0,2282.923668,587.2570281,0,0,0,0,0,0,0,3.1,12,0.632653061,0,6,5,0,1,0,0,1,69,0,1,0,67,9,2,0,0,0,7,0,0,4,0,0,0,29,0,0,0,1,0,0,0,40,14,0,0,0,12,0,8,0,31,0,0,6,1,0,2,0.330797969,0,2,0,0,2,2,5,9,0,0.853569269,0.77974548,7,2,0,0,0,6,0,1,0,0,19939,18,7,1,4088,23619,4088,24455,0,10,0,4,0,8,0,0,0,0,0,0,22344,17700,0,1,2,0,20,25,1048,12,3,434,1056,1056,12601,0,10,0,0,0,11,0,192708,48661,28179,0,0,0,43,36,36,15,385,14,2282,217949,60155,0,44795,6226,415,205,199,326,3,3,24184,10437,4015,1,4,0,0,29,0,7,12,1
UTILITY,2,254,0,0,2,0,0,0,0,2,491.7664524,0.080874841,0,7,1,0,1,0,16227.17871,0,0,14,0,0,0,0,0,1,0,2282.923668,317.8141946,0,4,0,0,0,0,0,4.714285714,14,0.673469388,0,0,1,0,0,1,0,12,1,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,9,184,0,0,0,27,0,0,0,33,0,0,6,0,0,2,0.102892705,0,2,0,0,2,1,5,0,0,-0.033801317,1.949742224,6,5,0,0,0,31,0,0,0,1,19989,18,0,4,921,2164,921,8468,0,7,2,0,0,0,0,0,0,0,0,5,12092,10485,0,0,2,0,22,2,0,0,1,740,29446,16372,2586,0,0,0,0,0,0,0,1182,451,9851,0,0,0,66,97,78,13,90,25,2282,32516,18711,3329,13924,14119,12897,13,48,282,5,0,1887,1887,1486,1,4,0,0,74,2,6,29,1
TOP,0,974,0,10,2,0,0,0,0,3,707.853921,0.244536589,0,2,4,0,0,0,0,0,0,47,0.900000006,0,0,0,0,0,0,2328.952452,467.8352341,0,7,0,0,0,0,0,7.5,0,0.288461538,0,2,0,0,1,0,7,0,66,0,0,1,22,5,2,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,20,0,0,0,5,14,0,0,0,15,0,0,0,0,0,2,0.168752509,0,0,0,0,0,4,0,14,0,0.795899272,0.993110258,3,2,0,0,1,5,0,0,0,5,24990,18,13,6,6224,10483,6224,72681,0,2,3,1,0,0,0,0,0,0,0,2,18159,15985,0,0,1,2,32,10,0,5,2,799,0,0,11512,0,14,1,0,0,2,0,326728,24451,24386,0,0,0,563,128,252,31,242,32,2328,352574,27475,0,41408,21090,0,301,338,78,1,0,25846,3024,5508,4,6,0,0,38,3,3,17,1
JUNGLE,0,453,0,112.5000003,2,0,450,0,0,1,997.8809416,0.221507662,0,8,7,0,3,0,0,0,0,23,22.50000006,0,1,1,1,0,0,2328.952452,538.5981544,0,7,2,1,56.00000009,1,0,3,1,0.519230769,0,4,6,0,3,1,8,9,1,0,1,1,92.90000013,5,3,-45.00000009,0,0,2,0,0,2,0,0,0,18,0,0,0,1,0,0,3,40,163,0,0,4,9,0,0,0,27,0,0,5,0,2,2,0.237895006,0,0,0,0,0,2,0,3,0,0.286687016,0.665890557,3,1,0,0,1,8,0,2,0,4,23691,18,3,2,1524,52226,1524,17047,0,9,1,2,3,6,0,0,0,0,0,0,20906,17275,1,1,1,2,23,19,0,9,2,826,314601,35702,17346,0,175,1,1,0,8,0,13369,305,18104,0,0,0,284,68,89,12,305,26,2328,374845,38733,0,37508,1663,0,81,879,318,1,0,46873,2724,2057,0,6,0,0,25,1,3,10,1
MIDDLE,0,856,0,6.5,2,0,750,2,0,3,1080.421874,0.267457417,0,9,13,0,2,0,0,0,0,10,12,0,0,0,0,0,0,2328.952452,462.7011696,0,2,0,0,0,0,0,2.333333333,2,0.403846154,0,3,2,0,0,0,0,2,54,0,0,1,17,5,1,0,0,0,1,0,0,2,0,0,0,15,0,0,0,0,0,0,0,68,19,0,0,4,12,0,0,0,21,0,0,7,0,0,2,0.25757278,0,0,0,0,0,1,0,9,0,0.405000567,0.955446192,3,2,0,0,1,6,1,0,0,0,20289,18,1,6,3663,24539,3663,24766,0,9,3,1,0,6,0,0,0,0,0,0,17960,16150,0,0,0,2,25,15,0,4,2,614,200679,40381,22296,0,20,0,0,0,5,0,8177,1158,21665,1,0,0,229,79,532,16,84,54,2328,210326,41937,0,45289,16650,0,196,847,321,1,0,1469,397,1327,1,6,0,0,37,4,3,15,1
BOTTOM,0,259,0,14.50000003,0,0,0,0,0,0,854.978208,0.163674348,0,9,8,0,3,0,988,0,0,0,0,0,0,0,0,0,0,2328.952452,373.9050697,0,0,0,0,0,0,0,2.2,4,0.423076923,0,0,0,0,1,1,0,9,45,0,0,1,15.00000003,5,3,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,1,1,47,47,0,0,1,10,0,0,0,22,0,0,5,1,0,2,0.203826967,0,0,0,0,0,3,0,8,0,-0.20852071,0.668715571,4,0,1,0,1,16,0,0,0,1,17611,17,4,3,4762,8403,4762,9961,0,10,0,0,0,4,3,0,0,0,0,0,14513,13800,0,1,1,2,26,6,744,0,1,518,61352,11700,14282,0,20,1,0,1,0,0,112168,21388,9972,0,0,0,104,53,84,18,124,16,2328,174688,33186,0,27715,3729,988,172,397,322,3,0,1166,97,3460,2,6,0,0,25,0,4,10,1
UTILITY,0,324,0,4,1,0,0,0,0,0,553.4925922,0.102823984,0,8,4,0,4,0,2844.197998,0,0,19,0,1,1,1,1,0,0,2328.952452,316.5934761,0,10,0,0,0,0,0,3.125,1,0.480769231,0,1,0,0,0,1,0,8,4,0,0,1,44,5,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,26,53,0,0,0,24,0,0,0,25,0,0,3,0,0,2,0.131952739,0,0,0,0,0,4,0,3,0,-0.313644648,1.405452792,5,0,0,0,1,23,0,0,0,0,18720,18,5,2,3099,8735,3099,12069,0,8,0,0,1,4,0,0,0,0,0,9,12288,10800,0,1,2,2,20,2,0,2,1,656,119463,19580,7611,0,8,1,1,1,7,0,7494,1477,9218,0,0,0,82,54,164,24,272,39,2328,128537,21484,2844,17411,1834,0,87,337,198,1,0,1579,426,582,2,6,0,0,54,0,5,24,1
TOP,0,257,0,2,0,0,600,0,0,1,823.8111309,0.216271867,0,5,9,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2328.952452,439.3301136,0,0,0,0,0,0,1,1.8,0,0.25,0,2,2,0,0,0,0,0,79,1,0,0,28,0,2,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,46,7,0,0,3,9,0,2,0,9,0,0,1,0,0,0,0.240820743,0,2,0,0,5,4,5,13,1,-0.443175912,0.552987741,2,1,0,2,0,3,0,0,0,0,22872,18,1,2,11602,24248,11602,51566,0,5,1,1,0,3,0,0,0,1,0,0,17052,17175,0,2,2,3,27,6,0,3,2,1233,41864,9672,22242,0,7,0,0,0,4,0,217388,21087,19740,0,0,0,177,25,45,10,219,19,2328,263218,31976,0,43676,12934,0,288,337,259,1,0,3966,1217,1693,3,11,0,0,21,1,2,10,0
JUNGLE,0,271,0,112.1000002,0,0,0,1,0,0,611.5305217,0.278779785,0,11,12,0,1,0,0,0,0,18,16,0,0,0,0,0,0,2328.952452,336.73864,0,1,2,1,56.00000009,1,1,1.090909091,0,0.333333333,0,2,1,0,0,1,3,0,0,0,0,0,8,0,1,-45.00000009,0,0,2,0,0,3,0,0,0,6,0,0,0,0,2,0,3,62,0,0,0,5,9,0,0,1,12,0,0,3,0,0,0,0.178765774,0,2,0,0,1,1,5,0,0,-0.222810209,0.517523354,1,0,0,1,0,6,0,0,0,0,14921,16,4,1,49,28054,49,36701,0,11,0,1,0,0,0,0,0,0,1,0,13070,12200,0,0,0,3,20,6,0,3,3,705,8283,2930,26481,0,151,0,0,0,7,0,165700,17318,27009,1,0,0,162,70,27,12,217,32,2328,213876,23737,0,56300,11739,0,12,378,384,1,1,39892,3488,2809,1,11,0,0,20,0,1,9,0
